Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
465,tt0079759,2019-03-19,2019-03-19,,"Prova d'orchestra","Prova d'orchestra",https://www.imdb.com/title/tt0079759/,Film,7.1,72,1978,"Commedia, Drammatico, Musica",5483,1979-02-22,"Federico Fellini",,
466,tt0080539,2019-03-19,2019-03-19,,"La città delle donne","La città delle donne",https://www.imdb.com/title/tt0080539/,Film,6.9,139,1980,"Commedia, Drammatico, Fantastico",8727,1980-03-28,"Federico Fellini",,
467,tt0087188,2019-03-19,2019-03-19,,"E la nave va","E la nave va",https://www.imdb.com/title/tt0087188/,Film,7.4,132,1983,"Drammatico, Musica",7305,1983-10-07,"Federico Fellini",,
468,tt0091113,2019-03-19,2019-03-19,,"Ginger e Fred","Ginger e Fred",https://www.imdb.com/title/tt0091113/,Film,7.2,127,1986,"Commedia, Drammatico",5868,1986-01-22,"Federico Fellini",,
469,tt0093267,2019-03-19,2019-03-19,,"Intervista","Intervista",https://www.imdb.com/title/tt0093267/,Film,7.0,107,1987,"Commedia, Drammatico, Fantastico",3546,1987-10-01,"Federico Fellini",,
470,tt0098606,2019-03-19,2019-03-19,,"La voce della luna","La voce della luna",https://www.imdb.com/title/tt0098606/,Film,6.3,126,1990,"Commedia, Drammatico",3590,1990-02-01,"Federico Fellini",,
471,tt2274648,2019-03-19,2019-03-19,,"Hellboy","Hellboy",https://www.imdb.com/title/tt2274648/,Film,5.3,120,2019,"Azione, Avventura, Fantastico, Horror, Fantascienza",106636,2019-04-11,"Neil Marshall",,
472,tt6483364,2019-03-19,2019-03-19,,"Teen Spirit - A un passo dal sogno","Teen Spirit",https://www.imdb.com/title/tt6483364/,Film,6.1,93,2018,"Drammatico, Musica",10285,2019-08-29,"Max Minghella",,
473,tt4971344,2019-03-19,2019-03-19,,"I fratelli Sisters","The Sisters Brothers",https://www.imdb.com/title/tt4971344/,Film,6.9,122,2018,"Drammatico, Western",74924,2019-05-02,"Jacques Audiard",,
474,tt3638396,2019-03-20,2019-03-20,,"Closet Monster","Closet Monster",https://www.imdb.com/title/tt3638396/,Film,7.0,90,2015,"Drammatico, Fantastico, Giallo",9655,2016-05-27,"Stephen Dunn",,
475,tt4827558,2019-03-22,2019-03-22,,"High Life","High Life",https://www.imdb.com/title/tt4827558/,Film,5.7,113,2018,"Drammatico, Fantascienza, Thriller",44840,2020-08-06,"Claire Denis",,
476,tt6491178,2019-03-25,2019-03-25,,"Dragged Across Concrete - Poliziotti al limite","Dragged Across Concrete",https://www.imdb.com/title/tt6491178/,Film,6.9,158,2018,"Azione, Poliziesco, Drammatico, Thriller",61254,2019-03-22,"S. Craig Zahler",,
477,tt3623376,2019-03-25,2019-03-25,,"Noi 4","Noi 4",https://www.imdb.com/title/tt3623376/,Film,6.1,93,2014,"Commedia",268,2014-03-20,"Francesco Bruni",,
478,tt1024715,2019-04-07,2019-04-07,,"Soffocare","Choke",https://www.imdb.com/title/tt1024715/,Film,6.4,92,2008,"Commedia, Drammatico",34692,2009-05-13,"Clark Gregg",,
479,tt0437086,2019-04-09,2019-04-09,,"Alita - Angelo della battaglia","Alita: Battle Angel",https://www.imdb.com/title/tt0437086/,Film,7.3,122,2019,"Azione, Avventura, Fantascienza, Thriller",320718,2019-02-14,"Robert Rodriguez",,
480,tt2101441,2019-04-11,2019-04-11,,"Spring Breakers - Una vacanza da sballo","Spring Breakers",https://www.imdb.com/title/tt2101441/,Film,5.3,94,2012,"Poliziesco, Drammatico, Thriller",153625,2013-03-07,"Harmony Korine",,
481,tt1441395,2019-04-11,2019-04-11,,"Under the Skin","Under the Skin",https://www.imdb.com/title/tt1441395/,Film,6.3,108,2013,"Drammatico, Horror, Giallo, Fantascienza, Thriller",168925,2014-08-28,"Jonathan Glazer",,
482,tt6053438,2019-04-11,2019-04-11,,"First Reformed - La creazione a rischio","First Reformed",https://www.imdb.com/title/tt6053438/,Film,7.1,113,2017,"Drammatico, Giallo, Thriller",66811,2018-06-08,"Paul Schrader",,
483,tt3099498,2019-04-11,2019-04-11,,"Tusk","Tusk",https://www.imdb.com/title/tt3099498/,Film,5.4,102,2014,"Commedia, Horror",71447,2014-09-19,"Kevin Smith",,
484,tt4846232,2019-04-11,2019-04-11,,"Good Time","Good Time",https://www.imdb.com/title/tt4846232/,Film,7.3,102,2017,"Poliziesco, Drammatico, Thriller",152715,2017-10-26,"Benny Safdie, Josh Safdie",,
485,tt6920356,2019-04-11,2019-04-11,,"The Souvenir","The Souvenir",https://www.imdb.com/title/tt6920356/,Film,6.4,120,2019,"Drammatico, Sentimentale",15503,2019-06-07,"Joanna Hogg",,
486,tt2937898,2019-04-11,2019-04-11,,"1981: Indagine a New York","A Most Violent Year",https://www.imdb.com/title/tt2937898/,Film,6.9,125,2014,"Poliziesco, Drammatico, Thriller",81207,2016-02-04,"J.C. Chandor",,
487,tt2132285,2019-04-11,2019-04-11,,"Bling Ring","The Bling Ring",https://www.imdb.com/title/tt2132285/,Film,5.6,90,2013,"Biografico, Poliziesco, Drammatico",95317,2013-09-26,"Sofia Coppola",,
488,tt0972883,2019-04-12,2019-04-12,,"Red","Red",https://www.imdb.com/title/tt0972883/,Film,6.9,93,2008,"Drammatico, Thriller",13790,2008-01-20,"Trygve Allister Diesen, Lucky McKee",,
489,tt3262342,2019-04-21,2019-04-21,,"Loving Vincent","Loving Vincent",https://www.imdb.com/title/tt3262342/,Film,7.8,94,2017,"Animazione, Drammatico, Giallo",67593,2017-10-16,"DK Welchman, Hugh Welchman",,
490,tt5052474,2019-04-21,2019-04-21,,"Soldado","Sicario: Day of the Soldado",https://www.imdb.com/title/tt5052474/,Film,7.1,122,2018,"Azione, Poliziesco, Drammatico, Giallo, Thriller",188047,2018-10-18,"Stefano Sollima",,
491,tt4682266,2019-05-09,2019-05-09,,"The New Mutants","The New Mutants",https://www.imdb.com/title/tt4682266/,Film,5.3,94,2020,"Azione, Horror, Giallo, Fantascienza",100016,2020-09-02,"Josh Boone",,
492,tt0056444,2019-05-22,2019-05-22,,"Il gusto del sakè","Sanma no aji",https://www.imdb.com/title/tt0056444/,Film,8.0,113,1962,"Drammatico",11796,1962-11-18,"Yasujirô Ozu",,
493,tt0056058,2019-05-22,2019-05-22,,"Harakiri","Seppuku",https://www.imdb.com/title/tt0056058/,Film,8.6,133,1962,"Drammatico, Giallo",88797,1963-09-20,"Masaki Kobayashi",,
494,tt0046438,2019-05-22,2019-05-22,,"Viaggio a Tokyo","Tôkyô monogatari",https://www.imdb.com/title/tt0046438/,Film,8.1,137,1953,"Drammatico",76714,2015-06-22,"Yasujirô Ozu",,
495,tt0033654,2019-05-22,2019-05-22,,"I 47 ronin ribelli","Genroku chûshingura",https://www.imdb.com/title/tt0033654/,Film,7.2,241,1941,"Drammatico, Storico",2892,1941-12-01,"Kenji Mizoguchi",,
496,tt0089881,2019-05-22,2019-05-22,,"Ran","Ran",https://www.imdb.com/title/tt0089881/,Film,8.2,160,1985,"Azione, Drammatico, Guerra",149833,1986-03-07,"Akira Kurosawa",,
497,tt0042876,2019-05-22,2019-05-22,,"Rashomon","Rashômon",https://www.imdb.com/title/tt0042876/,Film,8.1,88,1950,"Poliziesco, Drammatico, Giallo",194607,1952-03-11,"Akira Kurosawa",,
498,tt0045112,2019-05-22,2019-05-22,,"Vita di O-Haru, donna galante","Saikaku ichidai onna",https://www.imdb.com/title/tt0045112/,Film,8.0,148,1952,"Drammatico",8304,1961-03-17,"Kenji Mizoguchi",,
499,tt0046478,2019-05-22,2019-05-22,,"I racconti della luna pallida di agosto","Ugetsu monogatari",https://www.imdb.com/title/tt0046478/,Film,8.1,96,1953,"Drammatico, Fantastico, Guerra",27934,1959-09-11,"Kenji Mizoguchi",,
500,tt0087781,2019-05-29,2019-05-29,,"Il migliore","The Natural",https://www.imdb.com/title/tt0087781/,Film,7.4,138,1984,"Drammatico, Sportivo",56877,1984-10-11,"Barry Levinson",,
501,tt0052618,2019-05-29,2019-05-29,,"Ben-Hur","Ben-Hur",https://www.imdb.com/title/tt0052618/,Film,8.1,212,1959,"Avventura, Drammatico",269058,1960-10-21,"William Wyler",,
502,tt0088258,2019-05-29,2019-05-29,,"This Is Spinal Tap","This Is Spinal Tap",https://www.imdb.com/title/tt0088258/,Film,7.9,82,1984,"Commedia, Musica",159159,1985-12-25,"Rob Reiner",,
503,tt0074119,2019-05-29,2019-05-29,,"Tutti gli uomini del presidente","All the President's Men",https://www.imdb.com/title/tt0074119/,Film,7.9,138,1976,"Drammatico, Storico, Thriller",136334,1976-10-21,"Alan J. Pakula",,
504,tt0051459,2019-05-29,2019-05-29,,"La gatta sul tetto che scotta","Cat on a Hot Tin Roof",https://www.imdb.com/title/tt0051459/,Film,7.9,108,1958,"Drammatico",56475,1958-12-22,"Richard Brooks",,
505,tt0041716,2019-05-29,2019-05-29,,"Un giorno a New York","On the Town",https://www.imdb.com/title/tt0041716/,Film,7.3,98,1949,"Commedia, Musical, Sentimentale",19765,1950-11-23,"Stanley Donen, Gene Kelly",,
506,tt0057193,2019-05-29,2019-05-29,,"Questo pazzo, pazzo, pazzo, pazzo mondo","It's a Mad, Mad, Mad, Mad World",https://www.imdb.com/title/tt0057193/,Film,7.5,210,1963,"Azione, Avventura, Commedia, Poliziesco",50384,1964-04-16,"Stanley Kramer",,
507,tt0103074,2019-05-29,2019-05-29,,"Thelma & Louise","Thelma & Louise",https://www.imdb.com/title/tt0103074/,Film,7.6,130,1991,"Avventura, Poliziesco, Drammatico",190342,1991-09-13,"Ridley Scott",,
508,tt0087803,2019-05-29,2019-05-29,,"Orwell 1984","Nineteen Eighty-Four",https://www.imdb.com/title/tt0087803/,Film,7.0,113,1984,"Drammatico, Fantascienza",86905,1984-11-17,"Michael Radford",,
509,tt0061512,2019-05-29,2019-05-29,,"Nick mano fredda","Cool Hand Luke",https://www.imdb.com/title/tt0061512/,Film,8.0,127,1967,"Poliziesco, Drammatico",196529,1967-12-21,"Stuart Rosenberg",,
510,tt0088128,2019-06-01,2019-06-01,,"Sixteen Candles - Un compleanno da ricordare","Sixteen Candles",https://www.imdb.com/title/tt0088128/,Film,7.0,93,1984,"Commedia, Sentimentale",134378,1984-05-04,"John Hughes",,
511,tt6000478,2019-06-05,2019-06-05,,"End of Justice - Nessuno è innocente","Roman J. Israel, Esq.",https://www.imdb.com/title/tt6000478/,Film,6.5,122,2017,"Poliziesco, Drammatico, Thriller",47545,2018-05-31,"Dan Gilroy",,
512,tt0422720,2019-06-05,2019-06-05,,"Marie Antoinette","Marie Antoinette",https://www.imdb.com/title/tt0422720/,Film,6.5,123,2006,"Biografico, Drammatico, Storico, Sentimentale",130076,2006-11-17,"Sofia Coppola",,
513,tt1602620,2019-06-05,2019-06-05,,"Amour","Amour",https://www.imdb.com/title/tt1602620/,Film,7.9,127,2012,"Drammatico",109929,2012-10-25,"Michael Haneke",,
514,tt0092117,2019-06-20,2019-06-20,,"True Stories","True Stories",https://www.imdb.com/title/tt0092117/,Film,7.3,89,1986,"Commedia, Musical",8331,1987-03-10,"David Byrne",,
515,tt5639354,2019-06-26,2019-06-26,,"Una donna fantastica","Una mujer fantástica",https://www.imdb.com/title/tt5639354/,Film,7.2,104,2017,"Drammatico",28375,2017-10-19,"Sebastián Lelio",,
516,tt3316960,2019-06-26,2019-06-26,,"Still Alice","Still Alice",https://www.imdb.com/title/tt3316960/,Film,7.5,101,2014,"Drammatico",149674,2015-01-16,"Richard Glatzer, Wash Westmoreland",,
517,tt0039302,2019-07-01,2019-07-01,,"La fuga","Dark Passage",https://www.imdb.com/title/tt0039302/,Film,7.5,106,1947,"Drammatico, Noir, Thriller",23714,1948-10-11,"Delmer Daves",,
518,tt0059113,2019-07-04,2019-07-04,,"Il dottor Zivago","Doctor Zhivago",https://www.imdb.com/title/tt0059113/,Film,7.9,197,1965,"Drammatico, Sentimentale, Guerra",86402,1966-12-10,"David Lean",,
519,tt0048028,2019-07-04,2019-07-04,,"La valle dell'Eden","East of Eden",https://www.imdb.com/title/tt0048028/,Film,7.8,118,1955,"Drammatico",51422,1955-09-21,"Elia Kazan",,
520,tt0050212,2019-07-04,2019-07-04,,"Il ponte sul fiume Kwai","The Bridge on the River Kwai",https://www.imdb.com/title/tt0050212/,Film,8.1,161,1957,"Avventura, Drammatico, Guerra",246942,1958-03-28,"David Lean",,
521,tt4302938,2019-07-10,2019-07-10,,"Kubo e la spada magica","Kubo and the Two Strings",https://www.imdb.com/title/tt4302938/,Film,7.7,101,2016,"Animazione, Azione, Avventura, Per famiglie, Fantastico",145609,2016-11-03,"Travis Knight",,
522,tt0098724,2019-07-26,2019-07-26,,"Sesso, bugie e videotape","Sex, Lies, and Videotape",https://www.imdb.com/title/tt0098724/,Film,7.2,100,1989,"Drammatico",63804,1989-09-22,"Steven Soderbergh",,
523,tt5536736,2019-08-22,2019-08-22,,"The Meyerowitz Stories","The Meyerowitz Stories (New and Selected)",https://www.imdb.com/title/tt5536736/,Film,6.9,112,2017,"Commedia, Drammatico",56413,2017-10-13,"Noah Baumbach",,
524,tt1683048,2019-08-22,2019-08-22,,"De Palma","De Palma",https://www.imdb.com/title/tt1683048/,Film,7.4,110,2015,"Documentario, Biografico",6607,2016-09-23,"Noah Baumbach, Jake Paltrow",,
525,tt1421051,2019-09-03,2019-09-03,,"Somewhere","Somewhere",https://www.imdb.com/title/tt1421051/,Film,6.3,97,2010,"Commedia, Drammatico, Sentimentale",48333,2010-09-03,"Sofia Coppola",,
526,tt0301357,2019-09-22,2019-09-22,,"Good Bye Lenin!","Good Bye Lenin!",https://www.imdb.com/title/tt0301357/,Film,7.7,121,2003,"Commedia, Drammatico, Sentimentale",158770,2003-05-09,"Wolfgang Becker",,
527,tt0105275,2019-11-14,2019-11-14,,"Skinheads","Romper Stomper",https://www.imdb.com/title/tt0105275/,Film,6.8,94,1992,"Poliziesco, Drammatico, Thriller",43317,1992-11-12,"Geoffrey Wright",,
528,tt0084287,2019-11-14,2019-11-14,,"Made in Britain","Made in Britain",https://www.imdb.com/title/tt0084287/,Film per la TV,7.2,76,1983,"Poliziesco, Drammatico",8249,1984,"Alan Clarke",,
529,tt0480025,2019-11-14,2019-11-14,,"This Is England","This Is England",https://www.imdb.com/title/tt0480025/,Film,7.7,101,2006,"Poliziesco, Drammatico",134201,2011-08-26,"Shane Meadows",,
530,tt0221073,2019-11-14,2019-11-14,,"Chopper","Chopper",https://www.imdb.com/title/tt0221073/,Film,7.1,94,2000,"Biografico, Poliziesco, Drammatico",44069,2000-08-03,"Andrew Dominik",,
531,tt0079871,2019-11-14,2019-11-14,,"Scum","Scum",https://www.imdb.com/title/tt0079871/,Film,7.5,98,1979,"Poliziesco, Drammatico",14295,1979-09-28,"Alan Clarke",,
532,tt0117039,2019-11-25,2019-11-25,,"Michael Collins","Michael Collins",https://www.imdb.com/title/tt0117039/,Film,7.1,133,1996,"Biografico, Drammatico, Storico, Thriller, Guerra",35861,1996-11-29,"Neil Jordan",,
533,tt0280491,2019-11-25,2019-11-25,,"Bloody Sunday","Bloody Sunday",https://www.imdb.com/title/tt0280491/,Film,7.6,111,2002,"Drammatico, Storico, Guerra",26604,2002-05-03,"Paul Greengrass",,
534,tt0107207,2019-11-25,2019-11-25,,"Nel nome del padre","In the Name of the Father",https://www.imdb.com/title/tt0107207/,Film,8.1,133,1993,"Biografico, Poliziesco, Drammatico",201051,1994-02-18,"Jim Sheridan",,
535,tt0460989,2019-11-25,2019-11-25,,"Il vento che accarezza l'erba","The Wind That Shakes the Barley",https://www.imdb.com/title/tt0460989/,Film,7.5,127,2006,"Drammatico, Guerra",58307,2006-11-10,"Ken Loach",,
536,tt0986233,2019-11-25,2019-11-25,,"Hunger","Hunger",https://www.imdb.com/title/tt0986233/,Film,7.5,96,2008,"Biografico, Poliziesco, Drammatico, Thriller",76172,2012-04-27,"Steve McQueen",,
537,tt1723811,2019-11-25,2019-11-25,,"Shame","Shame",https://www.imdb.com/title/tt1723811/,Film,7.2,101,2011,"Drammatico",215832,2012-01-13,"Steve McQueen",,
538,tt4218572,2019-11-25,2019-11-25,,"Widows - Eredità criminale","Widows",https://www.imdb.com/title/tt4218572/,Film,6.8,129,2018,"Poliziesco, Drammatico, Thriller",108413,2018-11-15,"Steve McQueen",,
539,tt5814592,2019-12-02,2019-12-02,,"The Party","The Party",https://www.imdb.com/title/tt5814592/,Film,6.6,71,2017,"Commedia, Drammatico",22585,2018-02-08,"Sally Potter",,
540,tt1390411,2019-12-02,2019-12-02,,"Heart of the Sea - Le origini di Moby Dick","In the Heart of the Sea",https://www.imdb.com/title/tt1390411/,Film,6.9,122,2015,"Azione, Avventura, Biografico, Drammatico, Storico",157781,2015-12-03,"Ron Howard",,
541,tt0112384,2019-12-02,2019-12-02,,"Apollo 13","Apollo 13",https://www.imdb.com/title/tt0112384/,Film,7.7,140,1995,"Avventura, Drammatico, Storico",333408,1995-10-13,"Ron Howard",,
542,tt0113375,2019-12-02,2019-12-02,,"Hooligans","I.D.",https://www.imdb.com/title/tt0113375/,Film,7.3,107,1995,"Poliziesco, Drammatico",7881,1996-08-23,"Phil Davis",,
543,tt0071680,2019-12-03,2019-12-03,,"Italoamericani","Italianamerican",https://www.imdb.com/title/tt0071680/,Film,7.6,49,1974,"Documentario",4194,1980-04-16,"Martin Scorsese",,
544,tt0077838,2019-12-03,2019-12-03,,"L'ultimo valzer","The Last Waltz",https://www.imdb.com/title/tt0077838/,Film,8.1,117,1978,"Documentario, Biografico, Musica",21813,1978-04-26,"Martin Scorsese",,
545,tt0077157,2019-12-03,2019-12-03,,"Ragazzo americano","American Boy: A Profile of - Steven Prince",https://www.imdb.com/title/tt0077157/,Film,7.3,55,1978,"Documentario",2142,1979-09,"Martin Scorsese",,
546,tt0095497,2019-12-03,2019-12-03,,"L'ultima tentazione di Cristo","The Last Temptation of Christ",https://www.imdb.com/title/tt0095497/,Film,7.5,164,1988,"Drammatico",67259,1988-10-07,"Martin Scorsese",,
547,tt0119485,2019-12-03,2019-12-03,,"Kundun","Kundun",https://www.imdb.com/title/tt0119485/,Film,7.0,134,1997,"Biografico, Drammatico, Storico, Guerra",31906,1998-03-26,"Martin Scorsese",,
548,tt0173772,2019-12-03,2019-12-03,,"Il mio viaggio in Italia","Il mio viaggio in Italia",https://www.imdb.com/title/tt0173772/,Film,8.2,246,1999,"Documentario",3684,2002-05-16,"Martin Scorsese",,
549,tt0338751,2019-12-03,2019-12-03,,"The Aviator","The Aviator",https://www.imdb.com/title/tt0338751/,Film,7.5,170,2004,"Biografico, Drammatico",403858,2005-01-28,"Martin Scorsese",,
550,tt0490215,2019-12-03,2019-12-03,,"Silence","Silence",https://www.imdb.com/title/tt0490215/,Film,7.2,161,2016,"Drammatico, Storico",132013,2017-01-12,"Martin Scorsese",,
551,tt2398149,2019-12-03,2019-12-03,,"L'ufficiale e la spia","J'accuse",https://www.imdb.com/title/tt2398149/,Film,7.2,132,2019,"Drammatico, Storico, Thriller",22990,2019-11-21,"Roman Polanski",,
552,tt1234654,2019-12-06,2019-12-06,,"Lo stravagante mondo di Greenberg","Greenberg",https://www.imdb.com/title/tt1234654/,Film,6.1,107,2010,"Commedia, Drammatico, Sentimentale",40237,2011-04-08,"Noah Baumbach",,
553,tt1791682,2019-12-06,2019-12-06,,"Giovani si diventa","While We're Young",https://www.imdb.com/title/tt1791682/,Film,6.3,97,2014,"Commedia, Drammatico, Giallo",55618,2015-07-09,"Noah Baumbach",,
554,tt8695030,2019-12-06,2019-12-06,,"I morti non muoiono","The Dead Don't Die",https://www.imdb.com/title/tt8695030/,Film,5.4,104,2019,"Azione, Commedia, Poliziesco, Drammatico, Fantastico, Horror, Giallo, Fantascienza, Thriller",100965,2019-06-13,"Jim Jarmusch",,
555,tt8236336,2019-12-06,2019-12-06,,"The Report","The Report",https://www.imdb.com/title/tt8236336/,Film,7.2,119,2019,"Biografico, Poliziesco, Drammatico, Storico, Thriller",55922,2019-11-18,"Scott Z. Burns",,
556,tt1318517,2019-12-06,2019-12-06,,"L'uomo che uccise Don Chisciotte","The Man Who Killed Don Quixote",https://www.imdb.com/title/tt1318517/,Film,6.3,132,2018,"Avventura, Commedia, Drammatico, Fantastico",23599,2018-09-27,"Terry Gilliam",,
557,tt1371150,2019-12-06,2019-12-06,,"This Is Where I Leave You","This Is Where I Leave You",https://www.imdb.com/title/tt1371150/,Film,6.7,103,2014,"Commedia, Drammatico",93872,2014-11-27,"Shawn Levy",,
558,tt0121766,2019-12-19,2019-12-19,,"Star Wars: Episodio III - La vendetta dei Sith","Star Wars: Episode III - Revenge of the Sith",https://www.imdb.com/title/tt0121766/,Film,7.6,140,2005,"Azione, Avventura, Fantastico, Fantascienza",910410,2005-05-20,"George Lucas",,
559,tt0120915,2019-12-19,2019-12-19,,"Star Wars: Episodio I - La minaccia fantasma","Star Wars: Episode I - The Phantom Menace",https://www.imdb.com/title/tt0120915/,Film,6.5,136,1999,"Azione, Avventura, Fantastico, Fantascienza",916050,1999-09-17,"George Lucas",,
560,tt0121765,2019-12-19,2019-12-19,,"Star Wars: Episodio II - L'attacco dei cloni","Star Wars: Episode II - Attack of the Clones",https://www.imdb.com/title/tt0121765/,Film,6.6,142,2002,"Azione, Avventura, Fantastico, Fantascienza",811190,2002-05-16,"George Lucas",,
561,tt7713068,2019-12-19,2019-12-19,,"Birds of Prey e la fantasmagorica rinascita di Harley Quinn","Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)",https://www.imdb.com/title/tt7713068/,Film,6.1,109,2020,"Azione, Commedia, Poliziesco",280179,2020-02-06,"Cathy Yan",,
562,tt4566758,2019-12-19,2019-12-19,,"Mulan","Mulan",https://www.imdb.com/title/tt4566758/,Film,5.8,115,2020,"Azione, Avventura, Drammatico, Fantastico",166922,2020-09-04,"Niki Caro",,
563,tt8333746,2019-12-19,2019-12-19,,"Pinocchio","Pinocchio",https://www.imdb.com/title/tt8333746/,Film,6.3,125,2019,"Drammatico, Per famiglie, Fantastico",15731,2019-12-19,"Matteo Garrone",,
564,tt1276104,2019-12-19,2019-12-19,,"Looper","Looper",https://www.imdb.com/title/tt1276104/,Film,7.4,119,2012,"Azione, Drammatico, Fantascienza, Thriller",625170,2013-01-31,"Rian Johnson",,
565,tt0844286,2019-12-19,2019-12-19,,"The Brothers Bloom","The Brothers Bloom",https://www.imdb.com/title/tt0844286/,Film,6.7,114,2008,"Azione, Avventura, Commedia, Poliziesco, Drammatico, Sentimentale",53927,2009-06-19,"Rian Johnson",,
